–Ú∫≈,‘§≤‚,’Ê µ÷µ
4326,5.0019274,5
4327,5.3276463,5
4328,5.0019274,5
4329,6.8636317,6.7212462
4330,5.0019274,5
4331,5.0019274,5
4332,5.0019274,5
4333,5.0096974,5
4334,7.658938,7.8860564
4335,5.003419,5
4336,5.0019274,5
4337,5.0019274,5
4338,6.0575895,6.167491
4339,5.0019274,5
4340,6.707426,7.7695513
4341,5.0019274,5
4342,5.0019274,5
4343,5.003299,5
4344,6.279762,6.49485
4345,5.0019274,5
4346,6.758857,6.79588
4347,5.0019274,5
4348,5.0019274,5
4349,5.017043,5
4350,5.0368943,5
4351,4.9994736,5
4352,5.0019274,5
4353,5.0019274,5
4354,5.0019274,5
4355,6.2144594,6.4436975
4356,5.0019274,5
4357,5.0019274,5
4358,5.0019274,5
4359,5.0019274,5
4360,6.7689023,6.7447276
4361,5.3557105,5.481486
4362,5.0019274,5
4363,5.0027995,5
4364,5.511772,5.7447276
4365,5.0019274,5
4366,5.0019274,5
4367,5.0019274,5
4368,6.521386,6.79588
4369,5.0019274,5
4370,5.268652,5.39794
4371,5.0019274,5
4372,5.0019274,5
4373,5.0019274,5
4374,5.0019274,5
4375,5.0019274,5
4376,5.0019274,5
4377,5.0525303,5
4378,5.0089636,5
4379,5.0019274,5
4380,5.435548,5.537602
4381,5.0019274,5
4382,5.0019274,5
4383,5.0019274,5
4384,7.4034686,7.60206
4385,5.0019274,5
4386,5.0019274,5
4387,5.0019274,5
4388,5.7569056,5.2006593
4389,5.0019274,5
4390,5.0019274,5
4391,5.0019274,5
4392,5.949585,6.080922
4393,5.0019274,5
4394,5.0019274,5
4395,5.0019274,5
4396,5.0019274,5
4397,5.0050225,5
4398,5.0019274,5
4399,5.021052,5
4400,5.0019274,5
4401,5.1051197,5.251812
4402,6.4671984,6.79588
4403,5.0019274,5
4404,5.002224,5
4405,5.5504107,5.69897
4406,5.0019274,5
4407,5.0019274,5
4408,5.0019274,5
4409,8.138941,8.337242
4410,5.0019274,5
4411,5.0019274,5
4412,5.0412745,5.2676063
4413,5.002859,5
4414,5.0019274,5
4415,5.457109,5.4317985
4416,5.0019274,5
4417,5.0019274,5
4418,5.0019274,5
4419,5.0019274,5
4420,5.0019274,5
4421,5.6776085,6.0604806
4422,5.0019274,5
4423,5.0019274,5
4424,5.0019274,5
4425,5.0019274,5
4426,5.006545,5
4427,5.0019274,5
4428,5.0019274,5
4429,5.1778045,5.2676063
4430,5.7876825,6.251812
4431,7.0530095,7.1870866
4432,5.85758,6.0222764
4433,5.0019274,5
4434,6.0548105,6.154902
4435,5.0092487,5.167491
4436,5.0019274,5
4437,5.396771,5.3279023
4438,5.0019274,5
4439,5.0019274,5
4440,5.0019274,5
4441,6.084693,6.39794
4442,5.7324963,6.19382
4443,5.0019274,5
4444,5.0019274,5
4445,5.0019274,5
4446,5.0019274,5
4447,5.0019274,5
4448,5.0019274,5
4449,5.036228,5
4450,5.0019274,5
4451,5.0019274,5
4452,5.0019274,5
4453,5.863327,5.7695513
4454,5.569435,5.6382723
4455,5.0019274,5
4456,5.0019274,5
4457,5.0019274,5
4458,6.8320217,6.958607
4459,5.0019274,5
4460,6.8922586,6.8860564
4461,5.0019274,5
4462,5.9259214,5.207608
4463,5.0019274,5
4464,6.1797123,6.537602
4465,5.0019274,5
4466,5.0042906,5
4467,5.0019274,5
4468,5.5771046,5.537602
4469,5.0019274,5
4470,6.1098166,6.207608
4471,5.0019274,5
4472,5.0019274,5
4473,5.0044746,5
4474,5.0019274,5
4475,5.0019274,5
4476,8.39113,8.744727
4477,5.3561344,5.4202166
4478,5.0019274,5
4479,5.0019274,5
4480,5.0019274,5
4481,7.069883,6.823909
4482,5.0019274,5
4483,6.8770437,7
4484,6.1091137,6.154902
4485,5.0042644,5
4486,8.292635,8.468521
4487,5.0019274,5
4488,5.1977267,5.4202166
4489,5.0019274,5
4490,5.911629,5.958607
4491,5.0019274,5
4492,7.3946037,7.5850267
4493,5.0019274,5
4494,5.0019274,5
4495,5.0019274,5
4496,5.0019274,5
4497,5.8477197,5.920819
4498,8.105042,8.39794
4499,6.0931263,6.251812
4500,8.039658,7.958607
4501,5.0019274,5
4502,5.0019274,5
4503,5.2424903,5.275724
4504,5.0019274,5
4505,6.472062,6.823909
4506,5.0023603,5
4507,5.021833,5
4508,5.0019274,5
4509,6.473239,6.318759
4510,7.769067,8.167491
4511,5.0019274,5
4512,5.0019274,5
4513,5.0019274,5
4514,7.0862894,8.958608
4515,5.5045114,5.229148
4516,5.5549784,5.5086384
4517,5.0019274,5
4518,5.0019274,5
4519,5.0019274,5
4520,5.01092,5
4521,5.946527,6.004365
4522,5.0019274,5
4523,5.0019274,5
4524,5.0019274,5
4525,5.0019274,5
4526,5.367267,5.4317985
4527,6.776971,7
4528,6.8983417,7.102373
4529,5.002449,5
4530,5.0048523,5
4531,5.0019274,5
4532,5.0019274,5
4533,5.0019274,5
4534,5.0019274,5
4535,5.0019274,5
4536,5.2877855,5.3565474
4537,5.0019274,5
4538,5.5346246,5.7447276
4539,6.477817,6.5686364
4540,5.0019274,5
4541,5.0019274,5
4542,5.0073676,5
4543,6.485306,6.958607
4544,5.0019274,5
4545,5.0019274,5
4546,5.0019274,5
4547,5.010764,5
4548,5.0019274,5
4549,5.0067887,5
4550,8.343386,8.39794
4551,5.5448556,5.5228786
4552,5.0019274,5
4553,5.7569056,6.4436975
4554,5.0019274,5
4555,5.0019274,5
4556,5.099226,5.5686364
4557,5.0019274,5
4558,5.0019274,5
4559,5.0019274,5
4560,6.137567,6.236572
4561,6.661654,6.79588
4562,5.0019274,5
4563,5.02679,5.0604806
4564,5.0019274,5
4565,5.0019274,5
4566,5.0019274,5
4567,5.865093,6.0655017
4568,8.619835,8.721247
4569,6.8733,6.080922
4570,5.0019274,5
4571,5.0019274,5
4572,5.3824534,5.4089355
4573,5.0019274,5
4574,7.034158,7.161151
4575,5.6074314,5.5686364
4576,5.0019274,5
4577,5.7998524,5.79588
4578,5.0019274,5
4579,9.468482,9.60206
4580,5.0019274,5
4581,5.0019274,5
4582,5.0080743,5
4583,5.0019274,5
4584,5.00259,5
4585,5.0019274,5
4586,5.0019274,5
4587,6.9688215,7.30103
4588,5.0019274,5
4589,5.9487414,5.920819
4590,5.3405466,5.5086384
4591,5.022776,5
4592,5.0019274,5
4593,5.0032673,5
4594,6.9202766,7.0655017
4595,6.904462,6.19382
4596,6.9959087,7.318759
4597,5.0019274,5
4598,5.0065436,5
4599,5.0019274,5
4600,5.0019274,5
4601,5.0019274,5
4602,5.8548994,6.4202166
4603,5.0019274,5
4604,5.004424,5
4605,5.591926,5.5686364
4606,8.365392,9.045757
4607,5.0019274,5
4608,5.0019274,5
4609,6.6611257,7
4610,5.0019274,5
4611,5.0019274,5
4612,5.0019274,5
4613,5.0019274,5.075721
4614,5.5115733,5.387216
4615,5.0019274,5
4616,5.0019274,5
4617,5.0019274,5
4618,5.0048356,5
4619,5.0019274,5
4620,5.008199,5
4621,7.5427423,6.8860564
4622,5.0019274,5
4623,5.0019274,5
4624,4.9925556,5
4625,5.0019274,5
4626,6.44228,6.6382723
4627,5.0019274,5
4628,5.0019274,5
4629,5.0019274,5
4630,5.0019274,5
4631,5.002311,5
4632,5.0019274,5
4633,5.0019274,5
4634,5.0019274,5
4635,5.004069,5
4636,6.4982376,7.7447276
4637,5.0019274,5
4638,5.007248,5
4639,6.7741747,7.853872
4640,5.0019274,5
4641,7.5092454,7.823909
4642,5.0019274,5
4643,5.0044503,5
4644,5.0019274,5
4645,6.2210298,6.4317985
4646,6.30651,6.60206
4647,5.0019274,5
4648,5.89624,5.920819
4649,5.0019274,5
4650,5.003006,5
4651,5.0019274,5
4652,8.156899,8.387217
4653,5.0805244,5
4654,6.0646706,5.958607
4655,6.6697083,6.79588
4656,5.0019274,5
4657,5.0023365,5
4658,5.4441247,5.60206
4659,6.3942194,6.207608
4660,5.0019274,5
4661,5.0019274,5
4662,5.0019274,5
4663,8.919129,9.102373
4664,5.002027,5
4665,5.3298674,5.113509
4666,5.0019274,5
4667,5.012813,5.080922
4668,6.534381,6.6575775
4669,5.0019274,5
4670,6.3326874,6.455932
4671,6.861161,6.8860564
4672,5.751609,5.7695513
4673,5.0019274,5
4674,5.0019274,5
4675,6.98328,7.1426673
4676,6.6271687,6.6382723
4677,5.016323,5
4678,5.0019274,5
4679,5.0019274,5
4680,5.0097895,5
4681,5.639284,5.60206
4682,5.0256896,5
4683,5.7498274,5.79588
4684,5.0019274,5
4685,5.0019274,5
4686,5.077613,5.167491
4687,5.0019274,5
4688,5.0019274,5
4689,5.3028164,5.7695513
4690,5.9373264,6.004365
4691,6.907014,7.2839966
4692,6.3530498,6.5850267
4693,5.253463,5.318759
4694,6.9279766,7.1366773
4695,5.8187428,5.958607
4696,5.0048685,5
4697,5.0019274,5
4698,5.0019274,5
4699,5.0019274,5
4700,5.0019274,5
4701,5.3410006,5.49485
4702,5.0532494,5
4703,7.452487,7.5686364
4704,5.0019274,5
4705,8.508068,8.823909
4706,5.0019274,5
4707,5.0056424,5
4708,5.0019274,5
4709,5.0019274,5
4710,7.8821964,8.327902
4711,5.017411,5
4712,5.016791,5
4713,5.0019274,5
4714,6.4383745,6.6197886
4715,5.0064473,5
4716,5.0019274,5
4717,6.160825,6.1739254
4718,5.0109324,5
4719,5.0019274,5
4720,5.0019274,5
4721,5.78861,6.017729
4722,5.0019274,5
4723,5.0019274,5
4724,5.784501,5.920819
4725,5.0019274,5
4726,5.0019274,5
4727,5.0019274,5
4728,5.132055,5.21467
4729,5.748862,5.7447276
4730,5.0019274,5
4731,5.169224,5.29243
4732,5.0019274,5
4733,5.0019274,5
4734,5.0019274,5
4735,6.1494904,6.207608
4736,5.0019274,5
4737,5.0019274,5
4738,7.17695,7.387216
4739,6.5768466,7.031517
4740,5.0019274,5
4741,5.0019274,5
4742,5.0024123,5
4743,5.0019274,5
4744,5.0019274,5
4745,7.865329,8.136677
4746,5.0019274,5
4747,5.6312666,5.7212462
4748,5.0019274,5
4749,5.6341405,6.1191864
4750,5.548623,5.7447276
4751,5.4477267,5.5086384
4752,5.0019274,5
4753,7.327858,7.387216
4754,5.0019274,5
4755,5.702935,5.60206
4756,5.5941577,5.6197886
4757,6.512808,6.6382723
4758,5.002807,5
4759,5.0019274,5
4760,5.0019274,5
4761,5.0019274,5
4762,5.0019274,5
4763,5.0019274,5
4764,5.0019274,5
4765,6.0576286,6.1426673
4766,5.9366198,6.1870866
4767,5.0019274,5
4768,5.0019274,5
4769,7.0214376,7.853872
4770,5.0019274,5
4771,5.006398,5
4772,5.0019274,5
4773,8.333208,8.376751
4774,5.0019274,5
4775,5.0019274,5
4776,5.0019274,5
4777,5.0019274,5
4778,5.0349684,5
4779,5.0032187,5
4780,6.183175,6.318759
4781,5.0019274,5
4782,7.876914,8
4783,6.8092947,6.920819
4784,5.0019274,5
4785,5.0019274,5
4786,5.122703,5
4787,5.0019274,5
4788,5.0019274,5
4789,5.698289,6.0604806
4790,5.005059,5
4791,5.0019274,5
4792,5.2478027,5.113509
4793,5.0019274,5
4794,6.5039797,6.5850267
4795,6.185279,6.05061
4796,5.0024705,5
4797,5.3588853,5.387216
4798,5.0019274,5
4799,5.0019274,5
4800,5.0023274,5
4801,5.0019274,5
4802,5.0331473,5
4803,5.0019274,5
4804,5.1737947,5
4805,5.0019274,5
4806,5.014744,5.055517
4807,5.0019274,5
4808,5.0019274,5
4809,5.0019274,5
4810,5.0019274,5
4811,5.0019274,5
4812,5.0019274,5
4813,5.0019274,5
4814,5.0019274,5
4815,5.0019274,5
4816,5.0019274,5
4817,6.342787,6.4436975
4818,5.0019274,5
4819,5.0019274,5
4820,5.004413,5
4821,5.8468037,5.958607
4822,6.7554154,6.958607
4823,5.0019274,5
4824,5.0019274,5
4825,5.0080447,5
4826,5.0019274,5
4827,5.0090218,5
4828,7.672631,8.031517
4829,5.0019274,5
4830,5.00447,5
4831,5.0019274,5
4832,5.0019274,5
4833,5.0019274,5
4834,5.0019274,5
4835,5.0019274,5
4836,5.0019274,5
4837,5.0019274,5
4838,5.0019274,5
4839,5.0019274,5
4840,5.0021243,5
4841,6.8959794,6.920819
4842,6.6359763,6.7447276
4843,5.0019274,5
4844,6.7080793,6.7695513
4845,5.0019274,5
4846,5.0019274,5
4847,5.0019274,5
4848,5.0019274,5
4849,5.0019274,5
4850,8.3873005,8.769551
4851,5.338351,5.5086384
4852,7.132791,7.229148
4853,5.0019274,5
4854,9.160023,10.443698
4855,5.005245,5
4856,8.110069,9.130768
4857,5.9240932,6.1739254
4858,5.0019274,5
4859,5.0019274,5
4860,5.0019274,5
4861,5.0019274,5
4862,5.0039873,5
4863,5.0019274,5
4864,5.008052,5
4865,5.0019274,5
4866,5.067951,5.3565474
4867,5.0019274,5
4868,5.0019274,5
4869,5.0019274,5
4870,8.046791,8.408936
4871,6.03539,6.1870866
4872,5.0072885,5
4873,5.003941,5
4874,5.910792,5.8860564
4875,5.9776897,6.086186
4876,6.5134273,6.537602
4877,5.285436,5.468521
4878,5.0019274,5
4879,6.190096,6.376751
4880,5.0019274,5
4881,5.0019274,5
4882,5.0019274,5
4883,5.0019274,5
4884,5.0019274,5
4885,5.0019274,5
4886,5.0019274,5
4887,5.1497335,5.1487417
4888,6.144126,5
4889,5.0019274,5
4890,5.0019274,5
4891,5.0019274,5
4892,5.0118027,5
4893,8.131613,8.443698
4894,5.0019274,5
4895,9.514749,9.6575775
4896,5.0019274,5
4897,5.0019274,5
4898,5.0019274,5
4899,5.0019274,5
4900,5.0019274,5
4901,5.0019274,5
4902,6.974814,7.1307683
4903,5.0019274,5
4904,6.2578406,6.2839966
4905,5.0019274,5
4906,7.618664,7.920819
4907,5.0019274,5
4908,7.358904,7.4436975
4909,5.0019274,5
4910,5.0019274,5
4911,6.4964666,6.468521
4912,5.0019274,5
4913,8.957734,9.113509
4914,5.0019274,5
4915,5.0019274,5
4916,5.684033,5.6777806
4917,5.59913,5.5850267
4918,5.0019274,5
4919,5.0032,5
4920,5.0019274,5
4921,5.6815944,5.69897
4922,5.885332,5.823909
4923,5.0019274,5
4924,9.193569,9.552842
4925,5.0019274,5
4926,5.4808726,5.6777806
4927,5.0019274,5
4928,6.2724357,6.2596374
4929,5.0019274,5
4930,5.0019274,5
4931,5.0019274,5
4932,5.0019274,5
4933,5.0019274,5
4934,5.002474,5
4935,5.0019274,5
4936,5.0019274,5
4937,5.228005,5
4938,5.5133886,5.60206
4939,8.651472,9.167491
4940,5.0019274,5
4941,5.0019274,5
4942,5.0019274,5
4943,5.0019274,5
4944,5.0019274,5
4945,5.930734,6
4946,7.0129366,6.3279023
4947,5.0019274,5
4948,5.0019274,5
4949,5.0019274,5
4950,5.0024247,5
4951,5.0019274,5
4952,5.0019274,5
4953,5.0019274,5
4954,8.7801,8.552842
4955,5.055022,5
4956,5.0019274,5
4957,5.0031233,5
4958,5.0019274,5
4959,5.022974,5
4960,5.0129933,5
4961,5.695195,5.552842
4962,5.0243506,5
4963,5.0019274,5
4964,6.0402184,5.920819
4965,5.9934993,6.0222764
4966,5.263308,5.537602
4967,5.140772,5.2441254
4968,5.8831,5.79588
4969,6.71582,7.309804
4970,5.003316,5
4971,5.0243397,5
4972,5.0019274,5
4973,5.0085187,5
4974,5.0019274,5
4975,6.442218,6.468521
4976,5.0100913,5
4977,5.0095415,5
4978,5.0019274,5
4979,5.0019274,5
4980,5.0019274,5
4981,5.7291565,5.920819
4982,5.0019274,5
4983,5.0060163,5
4984,5.0019274,5
4985,5.228005,5
4986,7.1452875,7.376751
4987,6.160122,6.39794
4988,5.0019274,5
4989,5.0019274,5
4990,5.0117207,5.1426673
4991,5.0019274,5
4992,5.119112,5
4993,5.366888,5
4994,5.0019274,5
4995,5.45542,5.455932
4996,5.5610137,5.6197886
4997,5.0019274,5
4998,5.0019274,5
4999,5.0019274,5
5000,5.0019274,5
5001,5.0019274,5
5002,5.4126153,5.5086384
5003,5.002515,5
5004,5.0022564,5
5005,8.466813,9.408936
5006,5.0019274,5
5007,5.025293,5
5008,5.0105615,5
5009,5.0019274,5
5010,5.0019274,5
5011,5.0019274,5
5012,5.0019274,5
5013,5.002477,5
5014,4.9616838,5
5015,5.015892,5
5016,5.678251,5.69897
5017,5.0019274,5
5018,5.0019274,5
5019,5.0019274,5
5020,5.0072885,5
5021,5.0019274,5
5022,6.171632,6.4089355
5023,5.1980405,5.207608
5024,6.255802,6.318759
5025,5.0019274,5
5026,5.005571,5
5027,5.0104895,5
5028,5.004683,5
5029,5.0019274,5
5030,5.0019274,5
5031,5.0019274,5
5032,5.0019274,5
5033,6.432119,6.3467875
5034,5.0019274,5
5035,5.0185237,5
5036,5.006222,5
5037,5.0019274,5
5038,5.5869384,5.6575775
5039,5.0075207,5
5040,5.0019274,5
5041,5.0019274,5
5042,5.0019274,5
5043,6.0753098,5.30103
5044,5.0019274,5
5045,5.0019274,5
5046,5.0019274,5
5047,5.005407,5
5048,5.0019274,5
5049,5.0019274,5
5050,5.0019274,5
5051,5.831242,5.920819
5052,5.7743826,5.853872
5053,5.0019274,5
5054,5.0229363,5
5055,5.0019274,5
5056,5.0019274,5
5057,5.002377,5
5058,5.0963016,5
5059,5.9686384,6.09691
5060,5.0019274,5
5061,5.0019274,5
5062,7.3586144,7.3565474
5063,5.002702,5
5064,5.0019274,5
5065,5.7577896,5.79588
5066,6.8600063,6.958607
5067,5.0019274,5
5068,5.0019274,5
5069,5.0019274,5
5070,5.019328,5
5071,5.0019274,5
5072,5.0019274,5
5073,5.0033946,5
5074,6.081934,6.086186
5075,5.0019274,5
5076,5.2478027,5
5077,5.005,5
5078,7.5716267,7.7695513
5079,5.0019274,5
5080,6.277335,6.455932
5081,5.6243415,5.7447276
5082,7.0802,7.2006593
5083,6.1000967,6.1426673
5084,5.0019274,5
5085,5.003814,5
5086,5.0019274,5
5087,5.0019274,5
5088,5.0019274,5
5089,5.0019274,5
5090,6.4031534,6.6197886
5091,6.9042525,6.958607
5092,5.0019274,5
5093,5.517112,5.5850267
5094,5.0019274,5
5095,6.672869,6.8860564
5096,5.926838,6.2676063
5097,5.003806,5
5098,5.0019274,5
5099,5.104581,5.29243
5100,5.0179534,5
5101,5.0071425,5
5102,5.250977,5.3467875
5103,5.0019274,5
5104,5.0204816,5
5105,5.0019274,5
5106,6.8086333,7.1739254
5107,5.0019274,5
5108,7.0169764,7.161151
5109,5.0019274,5
5110,5.7896504,5.7212462
5111,5.380281,5.4202166
5112,5.0019274,5
5113,7.1940575,8.443698
5114,5.0019274,5
5115,5.234594,5.3279023
5116,5.0019274,5
5117,5.0019274,5
5118,5.0019274,5
5119,5.0019274,5
5120,6.179523,6.251812
5121,5.0064564,5
5122,5.0019274,5
5123,5.0019274,5
5124,5.0019274,5
5125,5.0019274,5
5126,5.0019274,5
5127,5.123084,5
5128,5.0019274,5
5129,5.688914,5.8860564
5130,5.247844,5
5131,5.0019274,5
5132,5.005418,5
5133,5.0019274,5
5134,6.0761003,6.2441254
5135,6.7795143,6.853872
5136,5.013153,5
5137,8.171096,8.958608
5138,5.0019274,5
5139,5.002396,5
5140,5.0019274,5
5141,5.0019274,5
5142,5.0019274,5
5143,5.0019274,5
5144,5.0019274,5
5145,5.4687896,5.39794
5146,5.0019274,5
5147,5.0019274,5
5148,5.3888826,5.4317985
5149,5.0019274,5
5150,6.06989,6.2839966
5151,5.7636294,5.920819
5152,6.106674,6.221849
5153,5.8420305,5.8860564
5154,5.0019274,5
5155,5.0019274,5
5156,6.152582,6.3279023
5157,5.0019274,5
5158,5.656784,5.79588
5159,6.522002,7.337242
5160,5.0019274,5
5161,5.0019274,5
5162,5.7307153,5.920819
5163,5.0019274,5
5164,5.0019274,5
5165,5.0297923,5
5166,5.0019274,5
5167,5.00158,5
5168,5.01356,5
5169,5.0026274,5
5170,5.251687,5.236572
5171,5.0019274,5
5172,5.0019274,5
5173,6.394723,5.5086384
5174,6.6156373,7.2596374
5175,5.0110183,5
5176,6.260192,6.29243
5177,5.0019274,5
5178,5.0019274,5
5179,5.0019274,5
5180,5.0019274,5
5181,7.593539,7.69897
5182,5.004037,5
5183,5.007434,5
5184,7.3731394,7.154902
5185,5.0019274,5
5186,5.0019274,5
5187,5.5104156,5.69897
5188,5.0019274,5
5189,5.0019274,5
5190,5.0019274,5
5191,5.0019274,5
5192,5.0019274,5
5193,5.0019274,5
5194,5.00197,5
5195,5.0019274,5
5196,6.700857,5
5197,6.2311945,6.537602
5198,5.186998,5.481486
5199,5.0071487,5
5200,5.0036054,5
5201,5.0019274,5
5202,5.433138,5.537602
5203,5.0019274,5
5204,5.0019274,5
5205,5.0019274,5
5206,6.606351,6.853872
5207,5.0019274,5
5208,5.0019274,5
5209,5.0019274,5
5210,5.00305,5
5211,5.0019274,5
5212,5.032167,5.124939
5213,5.0019274,5
5214,5.0019274,5
5215,5.0019274,5
5216,6.4426003,6.5850267
5217,5.0019274,5
5218,5.0019274,5
5219,5.0019274,5
5220,5.0019274,5
5221,5.0019274,5
5222,5.0019274,5
5223,5.1729884,5.2839966
5224,5.0019274,5
5225,5.0019274,5
5226,5.0019274,5
5227,5.0019274,5
5228,5.0054064,5
5229,5.0019274,5
5230,5.0019274,5
5231,6.1684628,6.4089355
5232,7.7194247,7.79588
5233,5.0065265,5
5234,5.0019274,5
5235,5.0019274,5
5236,5.0032387,5
5237,5.0019274,5
5238,5.0019274,5
5239,5.0019274,5
5240,5.0019274,5
5241,5.0019274,5
5242,5.669216,5.537602
5243,5.002812,5
5244,5.0019274,5
5245,5.7512174,5.69897
5246,5.0019274,5
5247,5.473452,6
5248,5.0019274,5
5249,5.80041,5.958607
5250,7.1539435,7.309804
5251,5.0019274,5
5252,5.0019274,5
5253,5.0019274,5
5254,5.0019274,5
5255,5.0019274,5
5256,5.0019274,5
5257,5.0019274,5
5258,5.0019274,5
5259,5.365585,5.853872
5260,5.0019274,5
5261,5.0628743,5.21467
5262,5.0106506,5
5263,5.6880646,5.920819
5264,5.425518,5.6575775
5265,5.0019274,5
5266,5.0019274,5
5267,7.343363,8.1549015
5268,5.0019274,5
5269,6.4903946,6.3565474
5270,6.8042297,6.8860564
5271,6.393342,6.6197886
5272,6.7373333,7.823909
5273,5.9344406,5.920819
5274,5.0024285,5
5275,6.509223,6.69897
5276,5.0019274,5
5277,7.0333333,7.5086384
5278,5.0019274,5
5279,5.0019274,5
5280,8.364948,8.468521
5281,5.0019274,5
5282,5.0019274,5
5283,5.0019274,5
5284,5.0019274,5
5285,6.5722485,6.552842
5286,5.0019274,5
5287,5.0019274,5
5288,6.4992886,6.537602
5289,5.002065,5
5290,5.0019274,5
5291,5.0019274,5
5292,5.0232964,5
5293,5.0019274,5
5294,5.0019274,5
5295,5.0019274,5
5296,5.0019274,5
5297,5.9262724,6.3665314
5298,5.0019274,5
5299,5.0019274,5
5300,5.0019274,5
5301,8.293097,8.677781
5302,5.0019274,5
5303,5.0019274,5
5304,7.5726256,7.5228786
5305,5.0019274,5
5306,5.0095897,5
5307,5.0035815,5
5308,5.0019274,5
5309,5.291542,5.309804
5310,5.0019274,5
5311,5.33936,5.4436975
5312,5.0019274,5
5313,5.0019274,5
5314,8.128201,8.455932
5315,5.005942,5
5316,5.0019274,5
5317,6.5190554,6.6382723
5318,5.689063,5.823909
5319,5.652807,5.275724
5320,5.0019274,5
5321,5.002547,5
5322,5.0019274,5
5323,5.0019274,5
5324,5.0019274,5
5325,5.0019274,5
5326,5.0019274,5
5327,5.0019274,5
5328,5.6929445,5.69897
5329,5.0019274,5
5330,5.0019274,5
5331,7.5621314,7.6777806
5332,5.6123695,5.79588
5333,5.0019274,5
5334,5.0019274,5
5335,5.0019274,5
5336,5.0019274,5
5337,5.0019274,5
5338,5.0019274,5
5339,6.1194034,6.221849
5340,5.0019274,5
5341,5.0019274,5
5342,5.0019274,5
5343,5.0019274,5
5344,5.0019274,5
5345,6.0212393,6
5346,5.0019274,5
5347,6.867797,7.1307683
5348,6.4046893,6.552842
5349,5.0019274,5
5350,5.004013,5
5351,5.0019274,5
5352,6.954877,7.091515
5353,5.951864,6.1426673
5354,5.0019274,5
5355,5.0019274,5
5356,5.0050554,5
5357,5.0019274,5
5358,5.0019274,5
5359,5.119661,5
5360,8.151377,8.387217
5361,5.0019274,5
5362,5.0019274,5
5363,5.5097313,5.1079054
5364,5.443024,5.4317985
5365,6.6800756,6.7212462
5366,5.0019274,5
5367,5.0019274,5
5368,5.0019274,5
5369,8.659729,7.5686364
5370,5.6195717,5.5850267
5371,5.0097175,5
5372,5.0019274,5
5373,5.0019274,5
5374,5.0054064,5
5375,5.006054,5
5376,5.0019274,5
5377,5.000023,5
5378,5.9306383,7.853872
5379,5.0019274,5
5380,6.6156373,7.1079054
5381,6.667052,6.79588
5382,5.027144,5.29243
5383,5.3010225,5.376751
5384,5.0019274,5
5385,5.0019274,5
5386,5.0019274,5
5387,5.0019274,5
5388,5.0019274,5
5389,6.6169715,6.7212462
5390,6.224931,6.008774
5391,5.181773,5.2676063
5392,5.0019274,5
5393,5.0019274,5
5394,5.0019274,5
5395,5.0019274,5
5396,7.103887,7.3467875
5397,5.0019274,5
5398,5.0019274,5
5399,5.0182915,5
5400,5.0019274,5
5401,5.0019274,5
5402,4.972087,5
5403,5.0019274,5
5404,6.1977916,6.180456
5405,5.0019274,5
5406,5.0019274,5
5407,6.7761555,6.920819
5408,5.0019274,5
5409,7.101118,7.113509
5410,6.7208724,6.8860564
5411,5.0019274,5
5412,5.0019274,5
5413,5.0019274,5
5414,5.4431024,5.60206
5415,5.0019274,5
5416,5.0019274,5
5417,5.0019274,5
5418,5.0019274,5
5419,5.0019274,5
5420,5.0019274,5
5421,5.0019274,5
5422,5.6446133,5
5423,5.0019274,5
5424,5.0019274,5
5425,5.0019274,5
5426,5.0019274,5
5427,5.0019274,5
5428,5.0019274,5
5429,5.0019274,5
5430,7.4352455,7.552842
5431,5.0019274,5
5432,5.0019274,5
5433,5.5848737,5.853872
5434,5.843814,6
5435,5.8734612,6.004365
5436,5.032025,5
5437,5.002202,5
5438,5.0019274,5
5439,5.0019274,5
5440,6.5856805,6.4317985
5441,5.00444,5
5442,5.0019274,5
5443,8.211987,8.275724
5444,5.0019274,5
5445,7.0927763,8.744727
5446,5.0019274,5
5447,5.013481,5
5448,5.0019274,5
5449,5.292297,5.7447276
5450,5.5630865,5.6197886
5451,5.0019274,5
5452,5.7245636,5.920819
5453,5.0019274,5
5454,5.0019274,5
5455,5.0019274,5
5456,7.5271683,7.7212462
5457,5.0019274,5
5458,5.0019274,5
5459,5.0019274,5
5460,5.0050297,5
5461,5.0019274,5
5462,7.509369,7.958607
5463,7.162613,7.3565474
5464,5.0019274,5
5465,6.556659,6.69897
5466,8.013115,8.30103
5467,5.0019274,5
5468,6.0104847,6.8860564
5469,5.0584884,5
5470,5.014185,5
5471,5.478455,5.5086384
5472,5.0019274,5
5473,5.867632,6.031517
5474,5.8379617,5.920819
5475,5.0061045,5.036212
5476,6.3999634,6.468521
5477,5.0054045,5
5478,5.0019274,5
5479,5.0040913,5
5480,7.3503294,7.6382723
5481,5.0019274,5
5482,5.0019274,5
5483,5.0019274,5
5484,5.0352435,5
5485,5.0019274,5
5486,5.0019274,5.2839966
5487,6.891074,7.0655017
5488,5.377712,5.167491
5489,5.0019274,5
5490,5.0019274,5
5491,5.0019274,5
5492,5.0019274,5
5493,5.0031247,5
5494,5.0019274,5
5495,5.0019274,5
5496,5.0019274,5
5497,6.3917623,6.455932
5498,5.0019274,5
5499,5.0019274,5
5500,5.964003,5.958607
5501,5.0019274,5
5502,5.0041237,5
5503,6.414645,6.5228786
5504,6.4932923,6.6777806
5505,5.0019274,5
5506,5.0019274,5
